trial_id,inner_optimizer.lr,inner_optimizer.clipping.upper,val_loss_best,val_loss_best_step,val_loss_final,val_loss_final_step,best_val_loss,best_step
trial_0000,0.0214192966,0.05,20.190851756504603,475,20.190851756504603,475,20.190851756504603,475
trial_0003,0.0214192966,3.033333333333333,5.897735510553632,200,6.037409050124032,475,5.897735510553632,200
trial_0002,0.0214192966,1.7666666666666666,5.8435271467481344,275,5.914927993501935,475,5.8435271467481344,275
trial_0001,0.0214192966,0.5,6.2296403135572165,475,6.2296403135572165,475,6.2296403135572165,475
trial_0005,0.032725599,0.5,5.8723117624010355,325,5.941662992749896,475,5.8723117624010355,325
trial_0004,0.032725599,0.05,18.991246359688894,475,18.991246359688894,475,18.991246359688894,475
trial_0006,0.032725599,1.7666666666666666,5.8412231377192905,100,5.979156494140625,475,5.8412231377192905,100
trial_0007,0.032725599,3.033333333333333,5.895920208522251,275,6.155702590942383,475,5.895920208522251,275
trial_0008,0.05,0.05,17.773710659572057,475,17.773710659572057,475,17.773710659572057,475
trial_0010,0.05,1.7666666666666666,5.884814875466483,450,6.105569056102207,475,5.884814875466483,450
trial_0011,0.05,3.033333333333333,5.93942129611969,275,6.323758397783552,475,5.93942129611969,275
trial_0009,0.05,0.5,5.764345611844744,225,5.93132746219635,475,5.764345611844744,225
trial_0012,0.0763927957,0.05,15.50451237814767,475,15.50451237814767,475,15.50451237814767,475
trial_0013,0.0763927957,0.5,5.829125813075474,150,5.9485673223223,475,5.829125813075474,150
trial_0014,0.0763927957,1.7666666666666666,5.948110171726772,450,6.229749781744821,475,5.948110171726772,450
trial_0015,0.0763927957,3.033333333333333,5.928745644433158,275,6.36014039175851,475,5.928745644433158,275
trial_0016,0.1167171847,0.05,11.534850869859968,475,11.534850869859968,475,11.534850869859968,475
trial_0017,0.1167171847,0.5,5.847103289195469,100,5.974879911967686,475,5.847103289195469,100
trial_0018,0.1167171847,1.7666666666666666,5.942323020526341,275,6.348198856626238,475,5.942323020526341,275
trial_0019,0.1167171847,3.033333333333333,5.776284967150007,275,6.689761911119733,475,5.776284967150007,275
