trial_id,inner_optimizer.lr,inner_optimizer.clipping.upper,val_loss_best,val_loss_best_step,val_loss_final,val_loss_final_step,best_val_loss,best_step
trial_0001,0.0199053585,0.5,6.623025723866054,475,6.623025723866054,475,6.623025723866054,475
trial_0002,0.0199053585,1.4900000000000002,5.922267624310085,450,5.937240992273603,475,5.922267624310085,450
trial_0003,0.0199053585,2.4800000000000004,5.961138997759138,125,6.1608321496418545,475,5.961138997759138,125
trial_0000,0.0199053585,0.010000000000000002,20.582101276942662,475,20.582101276942662,475,20.582101276942662,475
trial_0004,0.0315478672,0.010000000000000002,20.50320325578962,475,20.50320325578962,475,20.50320325578962,475
trial_0005,0.0315478672,0.5,5.880726780210223,350,5.940079859324864,475,5.880726780210223,350
trial_0007,0.0315478672,2.4800000000000004,5.893675531659808,275,6.08504901613508,475,5.893675531659808,275
trial_0006,0.0315478672,1.4900000000000002,5.844680258205959,125,5.956706966672625,475,5.844680258205959,125
trial_0009,0.05,0.5,5.764345611844744,225,5.93132746219635,475,5.764345611844744,225
trial_0008,0.05,0.010000000000000002,20.30615016392299,475,20.30615016392299,475,20.30615016392299,475
trial_0010,0.05,1.4900000000000002,5.887550405093601,200,6.055115699768066,475,5.887550405093601,200
trial_0011,0.05,2.4800000000000004,5.931953924042838,275,6.240177665437971,475,5.931953924042838,275
trial_0012,0.0792446596,0.010000000000000002,19.988715035574778,475,19.988715035574778,475,19.988715035574778,475
trial_0013,0.0792446596,0.5,5.853591527257647,150,5.958726678575788,475,5.853591527257647,150
trial_0014,0.0792446596,1.4900000000000002,5.911942958831787,450,6.150998575346811,475,5.911942958831787,450
trial_0015,0.0792446596,2.4800000000000004,5.986481053488595,275,6.339868749891009,475,5.986481053488595,275
trial_0017,0.1255943216,0.5,5.8726851769856045,275,5.989091685840061,475,5.8726851769856045,275
trial_0016,0.1255943216,0.010000000000000002,19.45921652657645,475,19.45921652657645,475,19.45921652657645,475
trial_0018,0.1255943216,1.4900000000000002,5.968971405710493,275,6.277622291019985,475,5.968971405710493,275
trial_0019,0.1255943216,2.4800000000000004,5.7828149284635275,275,6.4849953310830255,475,5.7828149284635275,275
